,RNO,Name,Gender,course,Marks,fees
38405,54102,Student54102,F,BBA,69,1.0
38406,54106,Student54106,M,BBA,37,1.0
38407,54109,Student54109,F,BBA,18,1.0
38408,54114,Student54114,M,BBA,67,1.0
38409,54120,Student54120,M,BBA,12,1.0
38410,54123,Student54123,M,BBA,79,1.0
38411,54127,Student54127,M,BBA,23,1.0
38412,54128,Student54128,M,BBA,22,1.0
38413,54132,Student54132,M,BBA,30,1.0
38414,54138,Student54138,F,BBA,70,1.0
38415,54152,Student54152,F,BBA,60,1.0
38416,54157,Student54157,M,BBA,29,1.0
38417,54162,Student54162,F,BBA,99,1.0
38418,54163,Student54163,F,BBA,90,1.0
38419,54164,Student54164,M,BBA,36,1.0
38420,54169,Student54169,F,BBA,83,1.0
38421,54171,Student54171,M,BBA,61,1.0
38422,54174,Student54174,F,BBA,37,1.0
38423,54176,Student54176,F,BBA,5,1.0
38424,54178,Student54178,F,BBA,27,1.0
38425,54183,Student54183,M,BBA,97,1.0
38426,54184,Student54184,F,BBA,90,1.0
38427,54185,Student54185,F,BBA,60,1.0
38428,54186,Student54186,M,BBA,79,1.0
38429,54187,Student54187,F,BBA,30,1.0
38430,54190,Student54190,F,BBA,52,1.0
38431,54191,Student54191,F,BBA,23,1.0
38432,54195,Student54195,F,BBA,39,1.0
38433,54204,Student54204,M,BBA,90,1.0
38434,54209,Student54209,M,BBA,14,1.0
38435,54210,Student54210,F,BBA,55,1.0
38436,54211,Student54211,F,BBA,89,1.0
38437,54212,Student54212,F,BBA,31,1.0
38438,54215,Student54215,F,BBA,36,1.0
38439,54220,Student54220,M,BBA,54,1.0
38440,54234,Student54234,M,BBA,46,1.0
38441,54243,Student54243,M,BBA,94,1.0
38442,54244,Student54244,F,BBA,17,1.0
38443,54247,Student54247,M,BBA,85,1.0
38444,54248,Student54248,F,BBA,63,1.0
38445,54250,Student54250,M,BBA,72,1.0
38446,54253,Student54253,F,BBA,86,1.0
38447,54255,Student54255,F,BBA,57,1.0
38448,54259,Student54259,F,BBA,58,1.0
38449,54260,Student54260,M,BBA,38,1.0
38450,54269,Student54269,F,BBA,78,1.0
38451,54270,Student54270,F,BBA,61,1.0
38452,54271,Student54271,M,BBA,10,1.0
38453,54273,Student54273,F,BBA,95,1.0
38454,54278,Student54278,F,BBA,36,1.0
38455,54279,Student54279,M,BBA,82,1.0
38456,54284,Student54284,F,BBA,20,1.0
38457,54285,Student54285,M,BBA,60,1.0
38458,54287,Student54287,F,BBA,95,1.0
38459,54291,Student54291,M,BBA,27,1.0
38460,54293,Student54293,M,BBA,11,1.0
38461,54294,Student54294,M,BBA,45,1.0
38462,54296,Student54296,M,BBA,4,1.0
38463,54298,Student54298,M,BBA,25,1.0
38464,54304,Student54304,F,BBA,10,1.0
38465,54308,Student54308,F,BBA,36,1.0
38466,54309,Student54309,F,BBA,56,1.0
38467,54310,Student54310,F,BBA,51,1.0
38468,54320,Student54320,M,BBA,26,1.0
38469,54335,Student54335,M,BBA,21,1.0
38470,54346,Student54346,F,BBA,23,1.0
38471,54350,Student54350,M,BBA,43,1.0
38472,54356,Student54356,F,BBA,55,1.0
38473,54364,Student54364,M,BBA,92,1.0
38474,54365,Student54365,F,BBA,74,1.0
38475,54369,Student54369,F,BBA,22,1.0
38476,54375,Student54375,M,BBA,49,1.0
38477,54379,Student54379,F,BBA,46,1.0
38478,54382,Student54382,F,BBA,79,1.0
38479,54386,Student54386,F,BBA,42,1.0
38480,54388,Student54388,F,BBA,20,1.0
38481,54389,Student54389,M,BBA,14,1.0
38482,54394,Student54394,M,BBA,24,1.0
38483,54400,Student54400,M,BBA,99,1.0
38484,54410,Student54410,M,BBA,57,1.0
38485,54412,Student54412,F,BBA,46,1.0
38486,54424,Student54424,F,BBA,29,1.0
38487,54425,Student54425,F,BBA,15,1.0
38488,54427,Student54427,M,BBA,0,1.0
38489,54429,Student54429,M,BBA,49,1.0
38490,54431,Student54431,F,BBA,98,1.0
38491,54438,Student54438,F,BBA,13,1.0
38492,54439,Student54439,M,BBA,41,1.0
38493,54441,Student54441,F,BBA,67,1.0
38494,54444,Student54444,M,BBA,19,1.0
38495,54445,Student54445,F,BBA,79,1.0
38496,54449,Student54449,F,BBA,19,1.0
38497,54467,Student54467,M,BBA,6,1.0
38498,54473,Student54473,M,BBA,46,1.0
38499,54478,Student54478,F,BBA,97,1.0
38500,54480,Student54480,F,BBA,62,1.0
38501,54482,Student54482,F,BBA,43,1.0
38502,54483,Student54483,M,BBA,44,1.0
38503,54487,Student54487,M,BBA,10,1.0
38504,54490,Student54490,M,BBA,8,1.0
38505,54495,Student54495,F,BBA,82,1.0
38506,54497,Student54497,F,BBA,71,1.0
38507,54499,Student54499,F,BBA,99,1.0
38508,54501,Student54501,F,BBA,96,1.0
38509,54507,Student54507,M,BBA,16,1.0
38510,54511,Student54511,F,BBA,69,1.0
38511,54515,Student54515,M,BBA,27,1.0
38512,54520,Student54520,M,BBA,54,1.0
38513,54522,Student54522,F,BBA,61,1.0
38514,54546,Student54546,F,BBA,53,1.0
38515,54548,Student54548,M,BBA,80,1.0
38516,54552,Student54552,M,BBA,92,1.0
38517,54553,Student54553,M,BBA,89,1.0
38518,54557,Student54557,M,BBA,24,1.0
38519,54558,Student54558,F,BBA,5,1.0
38520,54561,Student54561,M,BBA,14,1.0
38521,54563,Student54563,F,BBA,88,1.0
38522,54567,Student54567,M,BBA,42,1.0
38523,54583,Student54583,F,BBA,39,1.0
38524,54586,Student54586,F,BBA,60,1.0
38525,54587,Student54587,M,BBA,17,1.0
38526,54588,Student54588,F,BBA,45,1.0
38527,54589,Student54589,F,BBA,26,1.0
38528,54594,Student54594,M,BBA,80,1.0
38529,54595,Student54595,M,BBA,42,1.0
38530,54599,Student54599,M,BBA,81,1.0
38531,54601,Student54601,M,BBA,5,1.0
38532,54604,Student54604,F,BBA,42,1.0
38533,54605,Student54605,F,BBA,67,1.0
38534,54606,Student54606,M,BBA,66,1.0
38535,54615,Student54615,F,BBA,15,1.0
38536,54618,Student54618,M,BBA,86,1.0
38537,54621,Student54621,M,BBA,20,1.0
38538,54628,Student54628,M,BBA,98,1.0
38539,54632,Student54632,F,BBA,25,1.0
38540,54636,Student54636,F,BBA,34,1.0
38541,54641,Student54641,M,BBA,31,1.0
38542,54645,Student54645,M,BBA,75,1.0
38543,54648,Student54648,F,BBA,24,1.0
38544,54649,Student54649,M,BBA,87,1.0
38545,54652,Student54652,F,BBA,52,1.0
38546,54656,Student54656,M,BBA,67,1.0
38547,54657,Student54657,F,BBA,85,1.0
38548,54666,Student54666,F,BBA,36,1.0
38549,54669,Student54669,F,BBA,73,1.0
38550,54673,Student54673,M,BBA,9,1.0
38551,54674,Student54674,F,BBA,93,1.0
38552,54677,Student54677,F,BBA,87,1.0
38553,54678,Student54678,F,BBA,52,1.0
38554,54679,Student54679,F,BBA,58,1.0
38555,54681,Student54681,F,BBA,48,1.0
38556,54687,Student54687,M,BBA,29,1.0
38557,54689,Student54689,F,BBA,88,1.0
38558,54698,Student54698,F,BBA,42,1.0
38559,54704,Student54704,F,BBA,4,1.0
38560,54707,Student54707,F,BBA,69,1.0
38561,54710,Student54710,M,BBA,65,1.0
38562,54716,Student54716,M,BBA,70,1.0
38563,54722,Student54722,F,BBA,88,1.0
38564,54724,Student54724,M,BBA,19,1.0
38565,54738,Student54738,F,BBA,99,1.0
38566,54750,Student54750,F,BBA,1,1.0
38567,54753,Student54753,F,BBA,82,1.0
38568,54756,Student54756,F,BBA,47,1.0
38569,54763,Student54763,F,BBA,40,1.0
38570,54765,Student54765,M,BBA,59,1.0
38571,54772,Student54772,F,BBA,10,1.0
38572,54777,Student54777,M,BBA,97,1.0
38573,54779,Student54779,M,BBA,6,1.0
38574,54782,Student54782,M,BBA,54,1.0
38575,54786,Student54786,M,BBA,91,1.0
38576,54796,Student54796,M,BBA,30,1.0
38577,54797,Student54797,F,BBA,100,1.0
38578,54813,Student54813,M,BBA,78,1.0
38579,54814,Student54814,F,BBA,4,1.0
38580,54818,Student54818,M,BBA,94,1.0
38581,54820,Student54820,M,BBA,57,1.0
38582,54825,Student54825,F,BBA,61,1.0
38583,54826,Student54826,M,BBA,7,1.0
38584,54832,Student54832,M,BBA,47,1.0
38585,54841,Student54841,F,BBA,9,1.0
38586,54843,Student54843,M,BBA,60,1.0
38587,54846,Student54846,F,BBA,80,1.0
38588,54850,Student54850,F,BBA,12,1.0
38589,54854,Student54854,M,BBA,65,1.0
38590,54858,Student54858,F,BBA,54,1.0
38591,54861,Student54861,F,BBA,36,1.0
38592,54863,Student54863,F,BBA,38,1.0
38593,54864,Student54864,M,BBA,50,1.0
38594,54866,Student54866,M,BBA,17,1.0
38595,54868,Student54868,M,BBA,35,1.0
38596,54870,Student54870,F,BBA,28,1.0
38597,54872,Student54872,F,BBA,32,1.0
38598,54873,Student54873,M,BBA,6,1.0
38599,54879,Student54879,M,BBA,23,1.0
38600,54881,Student54881,F,BBA,76,1.0
38601,54883,Student54883,M,BBA,13,1.0
38602,54885,Student54885,M,BBA,8,1.0
38603,54888,Student54888,M,BBA,14,1.0
38604,54890,Student54890,F,BBA,9,1.0
38605,54893,Student54893,F,BBA,15,1.0
38606,54894,Student54894,F,BBA,12,1.0
38607,54895,Student54895,F,BBA,64,1.0
38608,54902,Student54902,F,BBA,20,1.0
38609,54905,Student54905,F,BBA,16,1.0
38610,54910,Student54910,F,BBA,33,1.0
38611,54914,Student54914,M,BBA,17,1.0
38612,54915,Student54915,M,BBA,92,1.0
38613,54928,Student54928,M,BBA,68,1.0
38614,54929,Student54929,M,BBA,90,1.0
38615,54932,Student54932,M,BBA,33,1.0
38616,54934,Student54934,F,BBA,82,1.0
38617,54935,Student54935,M,BBA,1,1.0
38618,54936,Student54936,F,BBA,14,1.0
38619,54945,Student54945,M,BBA,11,1.0
38620,54954,Student54954,M,BBA,60,1.0
38621,54957,Student54957,M,BBA,69,1.0
38622,54958,Student54958,F,BBA,83,1.0
38623,54962,Student54962,M,BBA,24,1.0
38624,54963,Student54963,M,BBA,2,1.0
38625,54967,Student54967,M,BBA,45,1.0
38626,54970,Student54970,M,BBA,92,1.0
38627,54973,Student54973,F,BBA,29,1.0
38628,54976,Student54976,F,BBA,77,1.0
38629,54977,Student54977,M,BBA,68,1.0
38630,54979,Student54979,M,BBA,40,1.0
38631,54981,Student54981,F,BBA,64,1.0
38632,54982,Student54982,F,BBA,61,1.0
38633,54985,Student54985,F,BBA,38,1.0
38634,54989,Student54989,F,BBA,10,1.0
38635,54996,Student54996,F,BBA,47,1.0
38636,54997,Student54997,F,BBA,35,1.0
38637,54999,Student54999,M,BBA,9,1.0
38638,55004,Student55004,M,BBA,25,1.0
38639,55007,Student55007,M,BBA,34,1.0
38640,55008,Student55008,F,BBA,32,1.0
38641,55014,Student55014,M,BBA,11,1.0
38642,55015,Student55015,M,BBA,61,1.0
38643,55016,Student55016,M,BBA,48,1.0
38644,55021,Student55021,F,BBA,1,1.0
38645,55022,Student55022,F,BBA,91,1.0
38646,55025,Student55025,F,BBA,0,1.0
38647,55036,Student55036,F,BBA,98,1.0
38648,55037,Student55037,F,BBA,11,1.0
38649,55038,Student55038,F,BBA,72,1.0
38650,55039,Student55039,F,BBA,99,1.0
38651,55048,Student55048,F,BBA,91,1.0
38652,55051,Student55051,F,BBA,13,1.0
38653,55052,Student55052,F,BBA,17,1.0
38654,55056,Student55056,F,BBA,92,1.0
38655,55058,Student55058,M,BBA,77,1.0
38656,55063,Student55063,M,BBA,89,1.0
38657,55068,Student55068,M,BBA,70,1.0
38658,55070,Student55070,F,BBA,77,1.0
38659,55081,Student55081,F,BBA,88,1.0
38660,55082,Student55082,M,BBA,18,1.0
38661,55084,Student55084,M,BBA,0,1.0
38662,55088,Student55088,F,BBA,44,1.0
38663,55090,Student55090,M,BBA,10,1.0
38664,55092,Student55092,M,BBA,8,1.0
38665,55093,Student55093,F,BBA,81,1.0
38666,55095,Student55095,F,BBA,65,1.0
38667,55104,Student55104,F,BBA,36,1.0
38668,55108,Student55108,F,BBA,51,1.0
38669,55122,Student55122,F,BBA,24,1.0
38670,55125,Student55125,M,BBA,55,1.0
38671,55127,Student55127,F,BBA,81,1.0
38672,55131,Student55131,M,BBA,10,1.0
38673,55132,Student55132,F,BBA,46,1.0
38674,55134,Student55134,M,BBA,53,1.0
38675,55137,Student55137,M,BBA,88,1.0
38676,55139,Student55139,F,BBA,99,1.0
38677,55144,Student55144,M,BBA,43,1.0
38678,55148,Student55148,M,BBA,29,1.0
38679,55161,Student55161,F,BBA,40,1.0
38680,55163,Student55163,F,BBA,36,1.0
38681,55170,Student55170,M,BBA,80,1.0
38682,55171,Student55171,F,BBA,19,1.0
38683,55174,Student55174,F,BBA,38,1.0
38684,55177,Student55177,M,BBA,19,1.0
38685,55180,Student55180,M,BBA,74,1.0
38686,55181,Student55181,F,BBA,99,1.0
38687,55182,Student55182,M,BBA,38,1.0
38688,55187,Student55187,F,BBA,28,1.0
38689,55190,Student55190,F,BBA,37,1.0
38690,55192,Student55192,M,BBA,20,1.0
38691,55213,Student55213,M,BBA,94,1.0
38692,55218,Student55218,M,BBA,35,1.0
38693,55219,Student55219,F,BBA,96,1.0
38694,55223,Student55223,M,BBA,68,1.0
38695,55233,Student55233,F,BBA,65,1.0
38696,55237,Student55237,F,BBA,42,1.0
38697,55240,Student55240,M,BBA,1,1.0
38698,55245,Student55245,M,BBA,6,1.0
38699,55247,Student55247,F,BBA,92,1.0
38700,55251,Student55251,F,BBA,15,1.0
38701,55261,Student55261,F,BBA,40,1.0
38702,55263,Student55263,M,BBA,52,1.0
38703,55267,Student55267,F,BBA,80,1.0
38704,55271,Student55271,M,BBA,27,1.0
38705,55275,Student55275,F,BBA,64,1.0
38706,55276,Student55276,F,BBA,14,1.0
38707,55277,Student55277,F,BBA,8,1.0
38708,55284,Student55284,M,BBA,64,1.0
38709,55285,Student55285,F,BBA,80,1.0
38710,55286,Student55286,M,BBA,18,1.0
38711,55294,Student55294,F,BBA,90,1.0
38712,55302,Student55302,M,BBA,91,1.0
38713,55303,Student55303,F,BBA,54,1.0
38714,55305,Student55305,M,BBA,33,1.0
38715,55308,Student55308,F,BBA,42,1.0
38716,55313,Student55313,F,BBA,93,1.0
38717,55317,Student55317,F,BBA,49,1.0
38718,55326,Student55326,F,BBA,89,1.0
38719,55328,Student55328,F,BBA,73,1.0
38720,55331,Student55331,F,BBA,81,1.0
38721,55332,Student55332,M,BBA,4,1.0
38722,55337,Student55337,F,BBA,0,1.0
38723,55338,Student55338,M,BBA,90,1.0
38724,55345,Student55345,F,BBA,89,1.0
38725,55355,Student55355,M,BBA,84,1.0
38726,55356,Student55356,F,BBA,59,1.0
38727,55365,Student55365,M,BBA,15,1.0
38728,55366,Student55366,F,BBA,77,1.0
38729,55368,Student55368,F,BBA,26,1.0
38730,55369,Student55369,F,BBA,81,1.0
38731,55370,Student55370,M,BBA,86,1.0
38732,55373,Student55373,F,BBA,31,1.0
38733,55377,Student55377,M,BBA,47,1.0
38734,55378,Student55378,F,BBA,74,1.0
38735,55382,Student55382,F,BBA,83,1.0
38736,55384,Student55384,M,BBA,26,1.0
38737,55392,Student55392,M,BBA,51,1.0
38738,55397,Student55397,F,BBA,24,1.0
38739,55401,Student55401,F,BBA,62,1.0
38740,55403,Student55403,F,BBA,16,1.0
38741,55404,Student55404,M,BBA,25,1.0
38742,55405,Student55405,M,BBA,53,1.0
38743,55407,Student55407,F,BBA,38,1.0
38744,55413,Student55413,F,BBA,31,1.0
38745,55414,Student55414,M,BBA,59,1.0
38746,55415,Student55415,M,BBA,52,1.0
38747,55416,Student55416,F,BBA,14,1.0
38748,55419,Student55419,M,BBA,1,1.0
38749,55431,Student55431,F,BBA,21,1.0
38750,55433,Student55433,M,BBA,87,1.0
38751,55442,Student55442,F,BBA,18,1.0
38752,55451,Student55451,M,BBA,32,1.0
38753,55463,Student55463,M,BBA,17,1.0
38754,55470,Student55470,F,BBA,7,1.0
38755,55474,Student55474,M,BBA,91,1.0
38756,55482,Student55482,M,BBA,86,1.0
38757,55489,Student55489,F,BBA,11,1.0
38758,55492,Student55492,M,BBA,65,1.0
38759,55498,Student55498,F,BBA,88,1.0
38760,55503,Student55503,F,BBA,1,1.0
38761,55505,Student55505,M,BBA,4,1.0
38762,55514,Student55514,F,BBA,75,1.0
38763,55519,Student55519,F,BBA,13,1.0
38764,55526,Student55526,F,BBA,11,1.0
38765,55527,Student55527,F,BBA,29,1.0
38766,55529,Student55529,M,BBA,86,1.0
38767,55530,Student55530,M,BBA,79,1.0
38768,55536,Student55536,F,BBA,55,1.0
38769,55537,Student55537,F,BBA,3,1.0
38770,55538,Student55538,M,BBA,100,1.0
38771,55542,Student55542,F,BBA,0,1.0
38772,55550,Student55550,M,BBA,51,1.0
38773,55551,Student55551,F,BBA,76,1.0
38774,55553,Student55553,M,BBA,1,1.0
38775,55554,Student55554,M,BBA,49,1.0
38776,55556,Student55556,M,BBA,9,1.0
38777,55557,Student55557,M,BBA,8,1.0
38778,55559,Student55559,M,BBA,56,1.0
38779,55562,Student55562,F,BBA,54,1.0
38780,55563,Student55563,F,BBA,63,1.0
38781,55565,Student55565,F,BBA,72,1.0
38782,55567,Student55567,M,BBA,73,1.0
38783,55569,Student55569,F,BBA,57,1.0
38784,55572,Student55572,M,BBA,13,1.0
38785,55573,Student55573,F,BBA,100,1.0
38786,55576,Student55576,F,BBA,1,1.0
38787,55585,Student55585,F,BBA,39,1.0
38788,55586,Student55586,M,BBA,7,1.0
38789,55591,Student55591,F,BBA,26,1.0
38790,55593,Student55593,F,BBA,51,1.0
38791,55603,Student55603,F,BBA,15,1.0
38792,55604,Student55604,F,BBA,12,1.0
38793,55608,Student55608,M,BBA,80,1.0
38794,55610,Student55610,M,BBA,25,1.0
38795,55612,Student55612,M,BBA,57,1.0
38796,55614,Student55614,F,BBA,36,1.0
38797,55618,Student55618,F,BBA,75,1.0
38798,55621,Student55621,M,BBA,11,1.0
38799,55626,Student55626,F,BBA,41,1.0
38800,55634,Student55634,M,BBA,9,1.0
38801,55642,Student55642,F,BBA,86,1.0
38802,55643,Student55643,M,BBA,26,1.0
38803,55644,Student55644,M,BBA,74,1.0
38804,55645,Student55645,F,BBA,92,1.0
38805,55649,Student55649,M,BBA,41,1.0
38806,55650,Student55650,M,BBA,22,1.0
38807,55658,Student55658,F,BBA,23,1.0
38808,55665,Student55665,M,BBA,21,1.0
38809,55670,Student55670,F,BBA,16,1.0
38810,55672,Student55672,F,BBA,68,1.0
38811,55682,Student55682,M,BBA,36,1.0
38812,55687,Student55687,F,BBA,32,1.0
38813,55688,Student55688,M,BBA,60,1.0
38814,55690,Student55690,F,BBA,68,1.0
38815,55691,Student55691,F,BBA,51,1.0
38816,55692,Student55692,M,BBA,37,1.0
38817,55693,Student55693,F,BBA,69,1.0
38818,55694,Student55694,M,BBA,66,1.0
38819,55699,Student55699,F,BBA,41,1.0
38820,55701,Student55701,M,BBA,36,1.0
38821,55703,Student55703,F,BBA,58,1.0
38822,55713,Student55713,M,BBA,36,1.0
38823,55715,Student55715,M,BBA,49,1.0
38824,55718,Student55718,M,BBA,16,1.0
38825,55721,Student55721,F,BBA,96,1.0
38826,55723,Student55723,F,BBA,86,1.0
38827,55728,Student55728,F,BBA,59,1.0
38828,55729,Student55729,M,BBA,60,1.0
38829,55730,Student55730,F,BBA,64,1.0
38830,55732,Student55732,F,BBA,95,1.0
38831,55743,Student55743,M,BBA,79,1.0
38832,55748,Student55748,M,BBA,97,1.0
38833,55750,Student55750,F,BBA,15,1.0
38834,55751,Student55751,M,BBA,60,1.0
38835,55759,Student55759,F,BBA,45,1.0
38836,55767,Student55767,M,BBA,95,1.0
38837,55774,Student55774,M,BBA,69,1.0
38838,55775,Student55775,M,BBA,98,1.0
38839,55777,Student55777,M,BBA,6,1.0
38840,55781,Student55781,F,BBA,2,1.0
38841,55782,Student55782,F,BBA,30,1.0
38842,55784,Student55784,M,BBA,80,1.0
38843,55790,Student55790,M,BBA,82,1.0
38844,55798,Student55798,M,BBA,97,1.0
38845,55800,Student55800,M,BBA,10,1.0
38846,55802,Student55802,F,BBA,58,1.0
38847,55805,Student55805,M,BBA,5,1.0
38848,55808,Student55808,F,BBA,26,1.0
38849,55813,Student55813,F,BBA,28,1.0
38850,55814,Student55814,F,BBA,60,1.0
38851,55825,Student55825,M,BBA,65,1.0
38852,55828,Student55828,M,BBA,51,1.0
38853,55835,Student55835,M,BBA,40,1.0
38854,55836,Student55836,F,BBA,39,1.0
38855,55842,Student55842,M,BBA,22,1.0
38856,55844,Student55844,M,BBA,63,1.0
38857,55851,Student55851,M,BBA,8,1.0
38858,55855,Student55855,M,BBA,10,1.0
38859,55860,Student55860,F,BBA,10,1.0
38860,55863,Student55863,M,BBA,33,1.0
38861,55865,Student55865,M,BBA,71,1.0
38862,55869,Student55869,M,BBA,87,1.0
38863,55870,Student55870,F,BBA,87,1.0
38864,55877,Student55877,M,BBA,57,1.0
38865,55880,Student55880,F,BBA,64,1.0
38866,55881,Student55881,M,BBA,9,1.0
38867,55896,Student55896,M,BBA,7,1.0
38868,55899,Student55899,F,BBA,13,1.0
38869,55902,Student55902,F,BBA,14,1.0
38870,55908,Student55908,M,BBA,96,1.0
38871,55914,Student55914,M,BBA,19,1.0
38872,55924,Student55924,M,BBA,91,1.0
38873,55929,Student55929,F,BBA,12,1.0
38874,55931,Student55931,M,BBA,64,1.0
38875,55934,Student55934,F,BBA,64,1.0
38876,55935,Student55935,M,BBA,36,1.0
38877,55941,Student55941,M,BBA,67,1.0
38878,55942,Student55942,F,BBA,75,1.0
38879,55947,Student55947,M,BBA,24,1.0
38880,55950,Student55950,F,BBA,21,1.0
38881,55951,Student55951,M,BBA,78,1.0
38882,55952,Student55952,F,BBA,32,1.0
38883,55953,Student55953,F,BBA,43,1.0
38884,55955,Student55955,F,BBA,6,1.0
38885,55956,Student55956,M,BBA,61,1.0
38886,55960,Student55960,M,BBA,78,1.0
38887,55975,Student55975,F,BBA,36,1.0
38888,55984,Student55984,F,BBA,27,1.0
38889,55988,Student55988,F,BBA,41,1.0
38890,55989,Student55989,M,BBA,69,1.0
38891,55991,Student55991,F,BBA,17,1.0
38892,55994,Student55994,F,BBA,40,1.0
38893,55998,Student55998,F,BBA,23,1.0
38894,56001,Student56001,F,BBA,28,1.0
38895,56004,Student56004,M,BBA,60,1.0
38896,56010,Student56010,F,BBA,93,1.0
38897,56025,Student56025,F,BBA,89,1.0
38898,56033,Student56033,F,BBA,68,1.0
38899,56038,Student56038,F,BBA,45,1.0
38900,56040,Student56040,F,BBA,97,1.0
38901,56045,Student56045,M,BBA,68,1.0
38902,56047,Student56047,F,BBA,14,1.0
38903,56049,Student56049,F,BBA,85,1.0
38904,56055,Student56055,F,BBA,60,1.0
38905,56065,Student56065,M,BBA,26,1.0
38906,56076,Student56076,F,BBA,39,1.0
38907,56077,Student56077,F,BBA,45,1.0
38908,56078,Student56078,M,BBA,49,1.0
38909,56079,Student56079,M,BBA,20,1.0
38910,56080,Student56080,F,BBA,9,1.0
38911,56081,Student56081,F,BBA,88,1.0
38912,56084,Student56084,F,BBA,85,1.0
38913,56086,Student56086,F,BBA,48,1.0
38914,56090,Student56090,M,BBA,75,1.0
38915,56091,Student56091,F,BBA,89,1.0
38916,56093,Student56093,M,BBA,46,1.0
38917,56101,Student56101,M,BBA,37,1.0
38918,56102,Student56102,M,BBA,21,1.0
38919,56105,Student56105,F,BBA,38,1.0
38920,56108,Student56108,M,BBA,0,1.0
38921,56109,Student56109,M,BBA,56,1.0
38922,56110,Student56110,M,BBA,2,1.0
38923,56111,Student56111,M,BBA,53,1.0
38924,56117,Student56117,M,BBA,19,1.0
38925,56120,Student56120,F,BBA,41,1.0
38926,56124,Student56124,M,BBA,14,1.0
38927,56127,Student56127,F,BBA,86,1.0
38928,56136,Student56136,F,BBA,14,1.0
38929,56137,Student56137,F,BBA,80,1.0
38930,56138,Student56138,M,BBA,41,1.0
38931,56141,Student56141,F,BBA,93,1.0
38932,56144,Student56144,M,BBA,1,1.0
38933,56146,Student56146,F,BBA,24,1.0
38934,56147,Student56147,F,BBA,67,1.0
38935,56152,Student56152,M,BBA,27,1.0
38936,56166,Student56166,M,BBA,15,1.0
38937,56170,Student56170,M,BBA,58,1.0
38938,56174,Student56174,M,BBA,83,1.0
38939,56180,Student56180,F,BBA,11,1.0
38940,56181,Student56181,M,BBA,18,1.0
38941,56189,Student56189,F,BBA,95,1.0
38942,56190,Student56190,F,BBA,18,1.0
38943,56192,Student56192,M,BBA,17,1.0
38944,56197,Student56197,M,BBA,32,1.0
38945,56199,Student56199,F,BBA,17,1.0
38946,56207,Student56207,F,BBA,99,1.0
38947,56208,Student56208,M,BBA,23,1.0
38948,56213,Student56213,M,BBA,47,1.0
38949,56217,Student56217,F,BBA,95,1.0
38950,56221,Student56221,F,BBA,78,1.0
38951,56224,Student56224,F,BBA,0,1.0
38952,56227,Student56227,M,BBA,33,1.0
38953,56228,Student56228,M,BBA,30,1.0
38954,56235,Student56235,M,BBA,34,1.0
38955,56244,Student56244,M,BBA,83,1.0
38956,56245,Student56245,M,BBA,22,1.0
38957,56249,Student56249,M,BBA,14,1.0
38958,56252,Student56252,M,BBA,36,1.0
38959,56260,Student56260,F,BBA,59,1.0
38960,56263,Student56263,M,BBA,25,1.0
38961,56266,Student56266,M,BBA,67,1.0
38962,56269,Student56269,M,BBA,82,1.0
38963,56273,Student56273,M,BBA,24,1.0
38964,56275,Student56275,M,BBA,38,1.0
38965,56278,Student56278,M,BBA,66,1.0
38966,56279,Student56279,M,BBA,38,1.0
38967,56283,Student56283,F,BBA,72,1.0
38968,56297,Student56297,M,BBA,41,1.0
38969,56300,Student56300,M,BBA,92,1.0
38970,56306,Student56306,M,BBA,89,1.0
38971,56311,Student56311,M,BBA,51,1.0
38972,56313,Student56313,M,BBA,12,1.0
38973,56314,Student56314,M,BBA,73,1.0
38974,56315,Student56315,M,BBA,94,1.0
38975,56317,Student56317,F,BBA,77,1.0
38976,56318,Student56318,M,BBA,14,1.0
38977,56322,Student56322,M,BBA,64,1.0
38978,56325,Student56325,M,BBA,16,1.0
38979,56341,Student56341,M,BBA,47,1.0
38980,56343,Student56343,F,BBA,12,1.0
38981,56346,Student56346,F,BBA,24,1.0
38982,56350,Student56350,M,BBA,97,1.0
38983,56351,Student56351,M,BBA,14,1.0
38984,56352,Student56352,M,BBA,47,1.0
38985,56355,Student56355,M,BBA,19,1.0
38986,56360,Student56360,F,BBA,86,1.0
38987,56365,Student56365,F,BBA,38,1.0
38988,56376,Student56376,F,BBA,70,1.0
38989,56379,Student56379,M,BBA,61,1.0
38990,56386,Student56386,F,BBA,46,1.0
38991,56388,Student56388,M,BBA,80,1.0
38992,56390,Student56390,M,BBA,13,1.0
38993,56397,Student56397,M,BBA,75,1.0
38994,56398,Student56398,M,BBA,51,1.0
38995,56402,Student56402,M,BBA,80,1.0
38996,56404,Student56404,M,BBA,83,1.0
38997,56406,Student56406,F,BBA,47,1.0
38998,56407,Student56407,F,BBA,78,1.0
38999,56411,Student56411,F,BBA,93,1.0
39000,56417,Student56417,M,BBA,27,1.0
39001,56418,Student56418,M,BBA,66,1.0
39002,56420,Student56420,M,BBA,47,1.0
39003,56440,Student56440,F,BBA,39,1.0
39004,56445,Student56445,M,BBA,66,1.0
39005,56446,Student56446,F,BBA,98,1.0
39006,56447,Student56447,F,BBA,4,1.0
39007,56449,Student56449,M,BBA,21,1.0
39008,56451,Student56451,F,BBA,26,1.0
39009,56452,Student56452,F,BBA,36,1.0
39010,56456,Student56456,F,BBA,20,1.0
39011,56458,Student56458,M,BBA,95,1.0
